,Unnamed: 0,ECU Absolute Time,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,Absolute Time,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle,Action,Base Action,length = 6,length = 12,length = 18,length = 24,length = 30,Filtered length = 6,Filtered length = 12,Filtered length = 18,Filtered length = 24,Filtered length = 30
12840,12840,2023-04-17 14:27:48.937980928+08:00,1000,0.777050013,0,0.043945164,0,855.9166632,42.18674509,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,86.60934174,77.35934529,722,1003,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,5.4687486,0.0,1,5266,10600,1800,131.25,1,3,115,0,1.716,4.24,-7.124520272,44,47,35.77732543,0.214843024,12.87472154,0.776364564,43.05776496,1.44042482,0,2023-04-17 14:27:49.360000+08:00,0.57855355,0.523764882,0.484762816,0.430748574,0.56466953,0.591354093,0.789252929,0.843791798,0.719596495,,1,Turn Left,Turn Left,Go Straight,Turn Left,Idle,Turn Left,Turn Left,Idle,Turn Left,Idle
12845,12845,2023-04-17 14:27:49.388349184+08:00,1000,0.777050013,0,0.043945164,0,855.9166632,39.8430196,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,90.17184037,79.73434438,753,1001,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.097654689,0.0,1,5365,10600,1800,123.75,1,3,115,0,1.648,4.724,-0.527772704,44,47,39.66013594,0.214843024,13.06221566,0.727536604,43.8672444,1.606439884,0,2023-04-17 14:27:49.630000+08:00,0.508484809,0.535493736,0.455698636,0.23576907,0.490937994,0.700605797,0.808570138,0.807327935,0.619252112,,1,Turn Left,Turn Left,Go Straight,Go Straight,Idle,Turn Left,Turn Left,Turn Left,Turn Left,Idle
12850,12850,2023-04-17 14:27:49.388349184+08:00,1000,0.777050013,0,0.043945164,0,855.9166632,39.8430196,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,90.17184037,79.73434438,753,1001,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.097654689,0.0,1,5365,10600,1800,123.75,1,3,115,0,1.648,4.724,-0.527772704,44,47,39.66013594,0.214843024,13.06221566,0.727536604,43.8672444,1.606439884,0,2023-04-17 14:27:49.884000+08:00,0.384283116,0.576232898,0.435069,0.374720114,0.384816895,0.699001162,0.802963663,0.759225185,0.513822303,,2,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12855,12855,2023-04-17 14:27:49.837792+08:00,1000,0.777050013,0,0.043945164,0,855.9166632,37.96803921,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,92.51558947,83.81246782,774,1001,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.300779637,0.0,1,5447,10600,1800,120.0,1,3,115,0,1.644,4.884,0.167444032,44,47,39.93747955,0.214843024,12.93721958,0.498045192,44.53772232,1.621088272,0,2023-04-17 14:27:50.146000+08:00,0.509549247,0.548765465,0.490390275,0.661856001,0.501273639,0.567545416,0.756849849,0.429877545,0.220659136,,0,Turn Left,U-turn,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12860,12860,2023-04-17 14:27:50.288461824+08:00,999,0.777050013,0,0.043945164,0,855.9166632,37.03054901,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,93.82808897,86.17184191,783,1001,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.179685918,0.0,1,5515,10600,1800,120.0,1,3,115,0,1.652,4.788,-3.140694032,44,47,43.12693104,0.214843024,12.93721958,0.380858088,45.0937284,1.73339258,0,2023-04-17 14:27:50.398000+08:00,0.495742334,0.552779691,0.485702992,0.606723176,0.54654643,0.555264506,0.751330956,0.295443562,0.136410558,,0,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12865,12865,2023-04-17 14:27:50.288461824+08:00,999,0.777050013,0,0.043945164,0,855.9166632,37.03054901,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,93.82808897,86.17184191,783,1001,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.179685918,0.0,1,5515,10600,1800,120.0,1,3,115,0,1.652,4.788,-3.140694032,44,47,43.12693104,0.214843024,12.93721958,0.380858088,45.0937284,1.73339258,0,2023-04-17 14:27:50.644000+08:00,0.549890417,0.523150382,0.467416959,0.591035716,0.43802276,0.57389871,0.771248806,0.605312842,0.336512935,,2,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12870,12870,2023-04-17 14:27:50.739887872+08:00,999,0.777050013,0,0.043945164,0,855.9166632,34.68682352,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,95.76558823,88.60934097,796,1002,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.246092151,0.0,1,5595,10600,1800,120.0,1,3,115,0,1.652,4.84,-4.046819216,44,47,44.79099269,0.214843024,12.99971762,0.117187104,45.7478532,1.791986132,0,2023-04-17 14:27:50.930000+08:00,0.641186529,0.524074357,0.50914632,0.564231454,0.696120226,0.533093156,0.714738982,0.072727588,0.101490312,,0,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12875,12875,2023-04-17 14:27:50.739887872+08:00,999,0.777050013,0,0.043945164,0,855.9166632,34.68682352,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,95.76558823,88.60934097,796,1002,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.246092151,0.0,1,5595,10600,1800,120.0,1,3,115,0,1.652,4.84,-4.046819216,44,47,44.79099269,0.214843024,12.99971762,0.117187104,45.7478532,1.791986132,0,2023-04-17 14:27:51.211000+08:00,0.760081336,0.568827796,0.490860363,0.520753112,0.544144467,0.578025266,0.804464867,0.904685665,0.769460887,,1,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12880,12880,2023-04-17 14:27:51.188379136+08:00,998,0.777050013,0,0.043945164,0,855.9166632,33.28058823,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,96.74996285,88.51559101,803,1003,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,6.2499984,0.0,1,5632,10600,1800,120.0,1,3,115,0,1.72,4.844,-4.9529444,44,47,45.48435171,0.214843024,12.99971762,0.102538716,46.05038592,1.811517316,0,2023-04-17 14:27:51.488000+08:00,0.643300274,0.554632041,0.454758537,0.472164935,0.519979522,0.609792146,0.801585675,0.823903063,0.654932731,,1,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12885,12885,2023-04-17 14:27:51.639857152+08:00,998,0.777050013,0,0.039062368,0,855.9166632,40.3117647,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,89.42184066,78.74996976,737,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,5.499998592,0.0,1,5646,10600,1800,131.25,1,3,115,0,1.608,4.264,-5.859069584,44,47,45.2070081,0.214843024,12.87472154,0.1220699,46.16485776,1.811517316,0,2023-04-17 14:27:51.746000+08:00,0.738838833,0.520679081,0.493204043,0.328283407,0.59917012,0.586834687,0.78332542,0.821498654,0.720478056,,1,Two-Stage Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12890,12890,2023-04-17 14:27:51.639857152+08:00,998,0.777050013,0,0.039062368,0,855.9166632,40.3117647,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,89.42184066,78.74996976,737,1005,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,5.499998592,0.0,1,5646,10600,1800,131.25,1,3,115,0,1.608,4.264,-5.859069584,44,47,45.2070081,0.214843024,12.87472154,0.1220699,46.16485776,1.811517316,0,2023-04-17 14:27:51.995000+08:00,0.759017071,0.562346669,0.441629951,0.345495168,0.676541234,0.501850303,0.601491838,0.765338474,0.809648441,,1,Go Straight,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12895,12895,2023-04-17 14:27:52.095004928+08:00,997,0.777050013,0,0.04882796,0,855.9166632,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,48.7031063,43.62498325,478,917,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.660155569,0.0,1,5343,10600,1800,168.75,1,3,115,0,1.748,2.06,-3.203185424,44,47,27.7343608,0.214843024,12.87472154,0.80566134,43.68736008,1.186519428,0,2023-04-17 14:27:52.242000+08:00,0.50742037,0.555556067,0.44725741,0.665890101,0.659290939,0.518355981,0.787282156,0.170403366,0.16885261,,0,Go Straight,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12900,12900,2023-04-17 14:27:52.095004928+08:00,997,0.777050013,0,0.04882796,0,855.9166632,44.99921568,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,48.7031063,43.62498325,478,917,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.660155569,0.0,1,5343,10600,1800,168.75,1,3,115,0,1.748,2.06,-3.203185424,44,47,27.7343608,0.214843024,12.87472154,0.80566134,43.68736008,1.186519428,0,2023-04-17 14:27:52.511000+08:00,0.699561928,0.559260818,0.466013454,0.517346555,0.710677624,0.538693306,0.75815369,0.843688818,0.917388087,,1,Go Straight,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12905,12905,2023-04-17 14:27:52.567524864+08:00,997,0.777050013,0,0.04882796,0,855.9166632,44.53047058,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,128,24,15.96874387,22.10936651,258,432,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.023437238,0.0,1,4931,10600,1800,168.75,1,3,115,0,1.796,0.792,-5.59738688,44,51,3.882810512,0.214843024,12.99971762,0.869137688,40.31861736,0.478514008,0,2023-04-17 14:27:52.797000+08:00,0.723982613,0.554013141,0.478201865,0.249305434,0.417352077,0.663435328,0.823140603,0.797333181,0.56525541,,2,Go Straight,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left,Turn Left
12910,12910,2023-04-17 14:27:52.987670016+08:00,997,0.777050013,0,0.04882796,0,855.9166632,42.18674509,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.57811902,13.12499496,186,281,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.75781205,0.0,1,4681,10600,1800,172.5,1,5,115,0,1.788,1.364,-0.004407296,44,61,0.416015412,0.214843024,12.99971762,0.04882796,38.27447736,0.229491412,0,2023-04-17 14:27:53.095000+08:00,0.683641444,0.569751771,0.406004896,0.503093159,0.620714521,0.545570627,0.772577422,0.874287198,0.853791921,,1,Turn Right,Turn Left,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12915,12915,2023-04-17 14:27:52.987670016+08:00,997,0.777050013,0,0.04882796,0,855.9166632,42.18674509,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.57811902,13.12499496,186,281,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.75781205,0.0,1,4681,10600,1800,172.5,1,5,115,0,1.788,1.364,-0.004407296,44,61,0.416015412,0.214843024,12.99971762,0.04882796,38.27447736,0.229491412,0,2023-04-17 14:27:53.397000+08:00,0.698512795,0.543827213,0.458512404,0.252891342,0.219157151,0.635369327,0.850436965,0.80519636,0.460728284,,2,Turn Right,Go Straight,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12920,12920,2023-04-17 14:27:53.438119936+08:00,997,0.777050013,0,0.04882796,0,855.9166632,41.2492549,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.49999405,13.12499496,192,290,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.753905801,0.0,1,4539,10600,1800,172.5,1,5,115,0,1.816,1.36,-0.004407296,44,63,0.416015412,0.214843024,12.93721958,0.009765592,37.11340584,0.229491412,0,2023-04-17 14:27:53.688000+08:00,0.585974007,0.569751771,0.380217812,0.172120228,0.244995961,0.62302276,0.873522479,0.817114107,0.487153318,,2,Turn Right,Turn Left,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12925,12925,2023-04-17 14:27:53.438119936+08:00,997,0.777050013,0,0.04882796,0,855.9166632,41.2492549,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.49999405,13.12499496,192,290,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.753905801,0.0,1,4539,10600,1800,172.5,1,5,115,0,1.816,1.36,-0.004407296,44,63,0.416015412,0.214843024,12.93721958,0.009765592,37.11340584,0.229491412,0,2023-04-17 14:27:53.939000+08:00,0.515920397,0.572842022,0.405534808,0.172389068,0.340053621,0.64630741,0.8495616,0.80594591,0.531829065,,2,Idle,Go Straight,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12930,12930,2023-04-17 14:27:53.890048+08:00,997,0.777050013,0,0.053710756,0,855.9166632,39.8430196,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.43749407,13.12499496,199,300,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.749999552,0.0,1,4407,10600,1800,172.5,1,5,115,0,1.908,1.356,-0.004407296,44,63,0.416015412,0.214843024,12.74972546,0.009765592,36.03409992,0.229491412,0,2023-04-17 14:27:54.212000+08:00,0.560504189,0.565741945,0.432255309,0.247960484,0.659873113,0.556377806,0.720430464,0.798028921,0.750535355,,1,Idle,Go Straight,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12935,12935,2023-04-17 14:27:54.337747968+08:00,997,0.777050013,0,0.063476348,0,855.9166632,37.03054901,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.23436915,13.10936997,211,322,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.734374556,0.0,1,4134,10600,1800,176.25,1,5,115,0,1.996,1.344,-0.004407296,44,63,0.416015412,0.214843024,12.87472154,0.004882796,33.80189904,0.229491412,0,2023-04-17 14:27:54.483000+08:00,0.546697276,0.558951343,0.432725397,0.155983828,0.630249411,0.569870639,0.764023723,0.801488417,0.709245597,,1,Idle,Go Straight,Turn Left,Turn Left,Turn Left,Idle,Turn Left,Turn Left,Turn Left,Turn Left
12940,12940,2023-04-17 14:27:54.337747968+08:00,997,0.777050013,0,0.063476348,0,855.9166632,37.03054901,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,15.23436915,13.10936997,211,322,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.734374556,0.0,1,4134,10600,1800,176.25,1,5,115,0,1.996,1.344,-0.004407296,44,63,0.416015412,0.214843024,12.87472154,0.004882796,33.80189904,0.229491412,0,2023-04-17 14:27:54.733000+08:00,0.593409596,0.572223071,0.438822943,0.242133617,0.52820414,0.587587967,0.819593602,0.811659426,0.645235189,,1,Idle,Go Straight,Go Straight,Turn Left,Turn Left,Idle,Idle,Turn Left,Turn Left,Turn Left
12945,12945,2023-04-17 14:27:54.790571008+08:00,997,0.777050013,0,0.058593552,0,855.9166632,35.62431372,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,14.56249441,13.10936997,227,349,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.687499568,0.0,1,3754,10600,1800,176.25,1,5,115,0,1.972,1.308,-0.004407296,44,63,0.277343608,0.214843024,12.8122235,0.004882796,30.69480624,0.224608616,0,2023-04-17 14:27:54.983000+08:00,0.682577005,0.549074889,0.403191128,0.392559418,0.592764683,0.529261509,0.747327619,0.809286793,0.749085149,,1,Idle,Turn Right,Go Straight,Turn Left,Turn Left,Idle,Idle,Turn Left,Turn Left,Turn Left
12950,12950,2023-04-17 14:27:54.790571008+08:00,997,0.777050013,0,0.058593552,0,855.9166632,35.62431372,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,14.56249441,13.10936997,227,349,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.687499568,0.0,1,3754,10600,1800,176.25,1,5,115,0,1.972,1.308,-0.004407296,44,63,0.277343608,0.214843024,12.8122235,0.004882796,30.69480624,0.224608616,0,2023-04-17 14:27:55.218000+08:00,0.536083503,0.560803743,0.402721041,0.224025099,0.487517302,0.587162153,0.840467785,0.811429981,0.612493732,,1,Idle,Turn Right,Go Straight,Turn Left,Turn Left,Idle,Idle,Turn Left,Turn Left,Turn Left
12955,12955,2023-04-17 14:27:55.267305984+08:00,997,0.777050013,0,0.068359144,0,855.9166632,33.28058823,-0.000313728,1,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,8,14.09374459,13.09374497,248,388,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.656249576,0.0,1,3349,10600,1800,180.0,1,5,115,0,2.156,1.284,-0.004407296,44,63,0.277343608,0.214843024,12.8122235,0.004882796,27.38329944,0.224608616,0,2023-04-17 14:27:55.481000+08:00,0.417188697,0.575308923,0.408348576,0.529090526,0.441589679,0.560078685,0.792344569,0.697980249,0.42614693,,2,Idle,Idle,Go Straight,Turn Left,Turn Left,Idle,Idle,Turn Left,Turn Left,Turn Left
12960,12960,2023-04-17 14:27:55.688900864+08:00,997,0.777050013,0,0.078124736,0,855.9166632,11.24956862,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,14.45311945,13.07811998,266,432,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.023437238,0.0,1,2966,10600,1800,180.0,1,2,115,0,2.148,0.792,0.49552384,44,63,0.277343608,0.214843024,13.12471369,0.004882796,24.25167696,0.224608616,0,2023-04-17 14:27:55.774000+08:00,0.552003988,0.527779108,0.435539087,0.352577496,0.553315156,0.597674695,0.798070587,0.821819447,0.680393326,,1,Idle,Idle,Go Straight,Turn Left,Turn Left,Idle,Idle,Idle,Turn Left,Turn Left
12965,12965,2023-04-17 14:27:55.688900864+08:00,997,0.777050013,0,0.078124736,0,855.9166632,11.24956862,-0.000313728,0,5,0,0.0,-0.001254912,14.99858822,0.999952896,0,24,14.45311945,13.07811998,266,432,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.023437238,0.0,1,2966,10600,1800,180.0,1,2,115,0,2.148,0.792,0.49552384,44,63,0.277343608,0.214843024,13.12471369,0.004882796,24.25167696,0.224608616,0,2023-04-17 14:27:56.096000+08:00,0.608265816,0.566975395,0.420066898,0.244195599,0.622170413,0.55336496,0.753158066,0.801357906,0.722656019,,1,Idle,Idle,Turn Right,Go Straight,Turn Left,Idle,Idle,Idle,Turn Left,Turn Left
12970,12970,2023-04-17 14:27:56.137819904+08:00,997,0.777050013,0,0.078124736,0,855.9166632,11.24956862,-0.000313728,0,5,0,59.0625,-0.001254912,14.99858822,0.999952896,128,24,21.64061669,13.06249498,368,542,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,1.488280869,0.0,1,2548,10600,1800,180.0,1,2,115,0,2.36,1.152,1.057946368,44,63,0.277343608,0.214843024,12.87472154,0.053710756,20.83387488,0.224608616,0,2023-04-17 14:27:56.405000+08:00,0.615701579,0.597533079,0.47164099,0.308023044,0.407889845,0.638906337,0.829820172,0.791341315,0.544273342,,2,Idle,Idle,Idle,Go Straight,Turn Left,Idle,Idle,Idle,Turn Left,Turn Left
12975,12975,2023-04-17 14:27:56.587982848+08:00,997,0.777050013,0,0.087890328,0,855.9166632,14.53078431,3.280901958,0,5,0,77.34375,3.748705872,14.99858822,0.999952896,128,28,35.18748649,13.04686999,459,668,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.374999392,0.0,1,2092,10600,2217,180.0,1,2,115,0,2.6,1.84,-0.69571832,44,63,0.277343608,0.214843024,13.06221566,0.864254892,17.10536352,0.224608616,0,2023-04-17 14:27:56.676000+08:00,0.696383919,0.56605142,0.460385996,0.433617076,0.530606103,0.562927935,0.803038694,0.82256637,0.668529705,,1,Idle,Idle,Idle,Go Straight,Turn Left,Idle,Idle,Idle,Turn Left,Turn Left
12980,12980,2023-04-17 14:27:56.587982848+08:00,997,0.777050013,0,0.087890328,0,855.9166632,14.53078431,3.280901958,0,5,0,77.34375,3.748705872,14.99858822,0.999952896,128,28,35.18748649,13.04686999,459,668,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.374999392,0.0,1,2092,10600,2217,180.0,1,2,115,0,2.6,1.84,-0.69571832,44,63,0.277343608,0.214843024,13.06221566,0.864254892,17.10536352,0.224608616,0,2023-04-17 14:27:56.965000+08:00,0.567939778,0.577161323,0.398033758,0.296280196,0.477036037,0.5624366,0.847191462,0.811243978,0.59732715,,2,Idle,Idle,Idle,Go Straight,Turn Left,Idle,Idle,Idle,Turn Left,Turn Left
12985,12985,2023-04-17 14:27:57.037317888+08:00,997,0.777050013,0,0.092773124,0,855.9166632,16.8745098,5.624627448,0,5,0,82.03125,8.436156852,14.99858822,0.999952896,128,28,38.43748524,13.04686999,500,742,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.570311842,0.0,1,1875,10600,2105,180.0,1,2,115,0,2.852,1.992,-1.65261776,44,63,0.277343608,0.214843024,12.8122235,0.888668872,15.33105,0.224608616,0,2023-04-17 14:27:57.212000+08:00,0.556261741,0.565122994,0.420536986,0.2657103,0.517141004,0.581300194,0.826573748,0.811551222,0.636323383,,1,Idle,Idle,Idle,Go Straight,Turn Left,Idle,Idle,Idle,Idle,Turn Left
